Ticker,Return,Volume Change Rate,Original Ticker
인트론바이오,-1.65,-45.297,048530.KS
자람테크놀로지,-1.652,-30.546,389020.KS
모베이스,-1.657,54.727,101330.KS
에스에이티이엔지,-1.657,-61.998,351320.KS
인텍플러스,-1.657,-17.81,064290.KS
위메이드,-1.662,-45.131,112040.KS
하림지주,-1.667,-31.614,003380.KS
S&K폴리텍,-1.667,3.076,091340.KS
하나28호스팩,-1.667,596.909,454750.KS
씨유메디칼,-1.673,209.236,115480.KS
클래시스,-1.678,-7.038,214150.KS
바이오로그디바이스,-1.684,-30.764,208710.KS
크레오에스지,-1.686,-42.031,040350.KS
아이티센,-1.692,-75.731,124500.KS
테고사이언스,-1.693,-43.291,191420.KS
삼진,-1.695,85.596,032750.KS
한국컴퓨터,-1.698,2.243,054040.KS
미투온,-1.713,3.614,201490.KS
NEW,-1.714,-36.982,160550.KS
팅크웨어,-1.719,-36.254,084730.KS
태광,-1.724,-19.562,023160.KS
스타플렉스,-1.724,-3.376,115570.KS
위메이드맥스,-1.739,-9.937,101730.KS
센서뷰,-1.739,-4.314,321370.KS
케이씨티,-1.739,-47.757,089150.KS
와이즈버즈,-1.74,-77.289,273060.KS
NHN KCP,-1.743,-33.186,060250.KS
인바이오,-1.747,53.956,352940.KS
전진바이오팜,-1.748,43.409,110020.KS
바른손,-1.749,242.647,018700.KS
한글과컴퓨터,-1.751,-44.951,030520.KS
디케이락,-1.765,100.134,105740.KS
KG에코솔루션,-1.77,0.843,151860.KS
엔시스,-1.77,-29.431,333620.KS
브이엠,-1.788,54.444,089970.KS
한국맥널티,-1.792,-17.801,222980.KS
로보티즈,-1.797,87.565,108490.KS
KBI메탈,-1.8,105.293,024840.KS
하이드로리튬,-1.818,6.885,101670.KS
까스텔바작,-1.824,-25.207,308100.KS
제닉,-1.828,-57.988,123330.KS
자이글,-1.831,29.272,234920.KS
FSN,-1.839,-22.409,214270.KS
디케이앤디,-1.839,-28.483,263020.KS
바텍,-1.848,-7.366,043150.KS
일승,-1.849,42.038,333430.KS
조이시티,-1.867,-1.751,067000.KS
툴젠,-1.868,60.875,199800.KS
대보마그네틱,-1.871,10.375,290670.KS
피제이메탈,-1.873,-30.425,128660.KS
코리아나,-1.873,10.932,027050.KS
이브이첨단소재,-1.875,7.553,131400.KS
핑거,-1.876,33.041,163730.KS
미래생명자원,-1.878,-21.007,218150.KS
동아엘텍,-1.878,1.413,088130.KS
위드텍,-1.88,-53.601,348350.KS
에스피소프트,-1.882,-64.696,443670.KS
아이패밀리에스씨,-1.895,-29.328,114840.KS
비엔케이제1호스팩,-1.896,127.286,445360.KS
이삭엔지니어링,-1.93,28.984,351330.KS
HK이노엔,-1.937,122.925,195940.KS
파수,-1.942,-40.238,150900.KS
케이엠더블유,-1.944,4.381,032500.KS
부방,-1.948,-50.326,014470.KS
에프알텍,-1.948,-40.927,073540.KS
삼목에스폼,-1.961,18.028,018310.KS
인콘,-1.966,-38.185,083640.KS
EG,-1.969,-90.7,037370.KS
한주에이알티,-1.969,-58.467,058450.KS
넵튠,-1.982,24.454,217270.KS
센코,-1.992,92.813,347000.KS
상신이디피,-1.992,-24.301,091580.KS
TJ미디어,-2.0,18.074,032540.KS
에너토크,-2.0,-6.733,019990.KS
엔지켐생명과학,-2.001,369.463,183490.KS
삼보모터스,-2.002,40.715,053700.KS
저스템,-2.03,11.398,417840.KS
티에스아이,-2.038,-86.906,277880.KS
아이엠비디엑스,-2.044,-64.624,461030.KS
해성산업,-2.047,-77.756,034810.KS
그래디언트,-2.051,966.749,035080.KS
서울옥션,-2.069,31.94,063170.KS
태웅,-2.08,-1.892,044490.KS
뉴보텍,-2.092,-50.571,060260.KS
신성델타테크,-2.092,23.71,065350.KS
나노신소재,-2.096,-20.56,121600.KS
화신정공,-2.097,222.54,126640.KS
꿈비,-2.099,135.01,407400.KS
제룡산업,-2.121,37.657,147830.KS
감성코퍼레이션,-2.125,35.257,036620.KS
신진에스엠,-2.128,191.071,138070.KS
새빗켐,-2.128,-13.185,107600.KS
세경하이테크,-2.131,-27.657,148150.KS
iMBC,-2.132,35.817,052220.KS
가온그룹,-2.133,-31.867,078890.KS
코스메카코리아,-2.141,1.754,241710.KS
제로투세븐,-2.142,56.417,159580.KS
에코바이오,-2.148,-86.539,038870.KS
케이피에스,-2.152,-32.553,256940.KS
위지윅스튜디오,-2.155,-51.875,299900.KS
뷰노,-2.16,13.848,338220.KS
파두,-2.162,-72.445,440110.KS
세화피앤씨,-2.167,322.478,252500.KS
씨큐브,-2.178,14.477,101240.KS
제놀루션,-2.181,-25.695,225220.KS
케이옥션,-2.181,-57.043,102370.KS
CJ ENM,-2.184,-47.199,035760.KS
동성화인텍,-2.187,41.252,033500.KS
웨이버스,-2.187,-55.632,336060.KS
차백신연구소,-2.19,-3.578,261780.KS
제노코,-2.192,-46.605,361390.KS
공구우먼,-2.199,16.661,366030.KS
디티앤씨알오,-2.222,-37.327,383930.KS
신라젠,-2.222,-18.372,215600.KS
수젠텍,-2.226,42.103,253840.KS
씨젠,-2.245,-42.083,096530.KS
에코프로,-2.25,-8.769,086520.KS
파세코,-2.258,-17.761,037070.KS
미래에셋비전스팩2호,-2.262,64.228,446190.KS
유니크,-2.262,-31.32,011320.KS
바이오니아,-2.277,-12.869,064550.KS
파라텍,-2.279,-50.434,033540.KS
ISC,-2.28,822.488,095340.KS
일신바이오,-2.281,202.485,068330.KS
컴투스홀딩스,-2.283,23.656,063080.KS
헬릭스미스,-2.289,54.143,084990.KS
제이엔비,-2.294,-59.56,452160.KS
원익머트리얼즈,-2.296,121.842,104830.KS
에스피지,-2.301,100.833,058610.KS
삼보산업,-2.31,-37.899,009620.KS
신원종합개발,-2.311,-2.863,017000.KS
동국알앤에스,-2.317,-83.926,075970.KS
바이오다인,-2.32,225.448,314930.KS
GST,-2.321,-10.689,083450.KS
에코앤드림,-2.344,-21.995,101360.KS
스코넥,-2.355,56.059,276040.KS
에스티큐브,-2.358,-27.321,052020.KS
라닉스,-2.362,138.946,317120.KS
비씨엔씨,-2.364,-62.084,146320.KS
원익피앤이,-2.377,-21.72,217820.KS
지엔코,-2.381,37.379,065060.KS
청담글로벌,-2.384,-61.587,362320.KS
아이엘사이언스,-2.385,-48.834,307180.KS
지란지교시큐리티,-2.392,151.278,208350.KS
켐트로스,-2.444,12.955,220260.KS
원티드랩,-2.451,175.993,376980.KS
컨텍,-2.462,-25.755,451760.KS
베셀,-2.465,79.262,177350.KS
에스아이리소스,-2.482,-18.95,065420.KS
케이바이오,-2.491,76.053,038530.KS
뷰티스킨,-2.495,20.548,406820.KS
앤씨앤,-2.5,-50.463,092600.KS
콜마비앤에이치,-2.5,7.453,200130.KS
SDN,-2.5,-0.958,099220.KS
신성에스티,-2.5,-31.501,416180.KS
옵투스제약,-2.51,42.701,131030.KS
대명에너지,-2.516,-13.426,389260.KS
세니젠,-2.517,-26.348,188260.KS
케이엔알시스템,-2.517,0.412,199430.KS
디알텍,-2.524,-2.001,214680.KS
엘앤케이바이오,-2.526,241.964,156100.KS
에이치와이티씨,-2.529,-95.418,148930.KS
피제이전자,-2.532,6.19,006140.KS
힘스,-2.533,6.779,238490.KS
피노,-2.576,-49.214,033790.KS
바이브컴퍼니,-2.581,73.275,301300.KS
나라셀라,-2.605,-46.725,405920.KS
제너셈,-2.625,185.995,217190.KS
네오리진,-2.626,34.818,094860.KS
에스티오,-2.636,22.942,098660.KS
YTN,-2.643,-0.618,040300.KS
에이프로,-2.644,-74.796,262260.KS
나인테크,-2.653,-32.25,267320.KS
셀바스헬스케어,-2.657,6.726,208370.KS
클리오,-2.674,-2.21,237880.KS
티사이언티픽,-2.677,-41.318,057680.KS
비올,-2.693,53.027,335890.KS
셀바스AI,-2.703,47.202,108860.KS
모트렉스,-2.705,214.147,118990.KS
케일럼,-2.722,-10.869,258610.KS
모헨즈,-2.722,-7.667,006920.KS
씨앤씨인터내셔널,-2.735,-31.508,352480.KS
알파녹스,-2.737,-43.89,043100.KS
아모텍,-2.747,-6.744,052710.KS
뉴로메카,-2.754,37.497,348340.KS
에이에프더블류,-2.757,-16.244,312610.KS
제룡전기,-2.773,5.465,033100.KS
케이엔더블유,-2.797,72.984,105330.KS
크라우드웍스,-2.807,92.399,355390.KS
나라엠앤디,-2.808,-30.855,051490.KS
쎄트렉아이,-2.811,-20.732,099320.KS
천보,-2.821,-24.792,278280.KS
탑머티리얼,-2.836,-27.389,360070.KS
한선엔지니어링,-2.852,-19.816,452280.KS
퀀타매트릭스,-2.857,-34.334,317690.KS
포스코엠텍,-2.862,6.196,009520.KS
하스,-2.866,11.74,450330.KS
제일엠앤에스,-2.866,-82.61,412540.KS
보성파워텍,-2.871,19.674,006910.KS
더코디,-2.871,125.39,224060.KS
코윈테크,-2.874,-29.647,282880.KS
포바이포,-2.881,33.128,389140.KS
네온테크,-2.892,65.504,306620.KS
에코프로비엠,-2.899,-41.974,247540.KS
CG인바이츠,-2.935,11.599,083790.KS
엔텔스,-2.945,14.161,069410.KS
아우딘퓨쳐스,-2.948,-40.515,227610.KS
우진엔텍,-2.968,43.808,457550.KS
에이치엘사이언스,-2.972,-37.609,239610.KS
성도이엔지,-2.974,-21.27,037350.KS
이노시뮬레이션,-2.98,33.631,274400.KS
성광벤드,-2.991,80.785,014620.KS
엠플러스,-2.999,83.126,259630.KS
데브시스터즈,-3.01,35.913,194480.KS
이지트로닉스,-3.011,38.474,377330.KS
디어유,-3.016,-28.113,376300.KS
한국정밀기계,-3.025,67.22,101680.KS
현대힘스,-3.036,111.745,460930.KS
경남제약,-3.043,101.14,053950.KS
LS머트리얼즈,-3.047,5.426,417200.KS
카카오게임즈,-3.086,-24.586,293490.KS
석경에이티,-3.088,40.32,357550.KS
오토앤,-3.091,100.502,353590.KS
멕아이씨에스,-3.095,-16.242,058110.KS
씨엔플러스,-3.102,165.258,115530.KS
티에스넥스젠,-3.108,-28.283,043220.KS
화인써키트,-3.112,266.321,127980.KS
에스엠,-3.116,42.622,041510.KS
에스씨엠생명과학,-3.118,-32.248,298060.KS
하이로닉,-3.12,183.709,149980.KS
코칩,-3.141,-20.704,126730.KS
그린생명과학,-3.146,3.593,114450.KS
인베니아,-3.188,17.097,079950.KS
강원에너지,-3.196,-22.024,114190.KS
필에너지,-3.236,-30.902,378340.KS
넥스턴바이오,-3.241,92.882,089140.KS
민테크,-3.247,-58.173,452200.KS
이원컴포텍,-3.251,97.514,088290.KS
액토즈소프트,-3.256,-33.083,052790.KS
유진테크놀로지,-3.294,-2.006,240600.KS
나노팀,-3.3,-63.135,417010.KS
바디텍메드,-3.301,-21.34,206640.KS
미래나노텍,-3.303,-16.633,095500.KS
이엠텍,-3.327,-22.618,091120.KS
코셈,-3.346,326.451,360350.KS
본느,-3.359,21.522,226340.KS
우리이앤엘,-3.367,168.927,153490.KS
한주라이트메탈,-3.39,123.758,198940.KS
디바이스이엔지,-3.399,54.414,187870.KS
동방선기,-3.405,-46.712,099410.KS
한라IMS,-3.423,-59.832,092460.KS
아이진,-3.426,-46.266,185490.KS
새로닉스,-3.432,-7.834,042600.KS
더블유씨피,-3.455,-44.117,393890.KS
메가터치,-3.458,-72.118,446540.KS
리튬포어스,-3.478,35.743,073570.KS
삼영엠텍,-3.481,107.641,054540.KS
성일하이텍,-3.488,-11.156,365340.KS
인화정공,-3.509,27.028,101930.KS
에이치브이엠,-3.51,-41.394,295310.KS
현대바이오랜드,-3.521,-0.92,052260.KS
CJ프레시웨이,-3.523,-9.842,051500.KS
엔켐,-3.529,-10.619,348370.KS
HLB파나진,-3.548,144.194,046210.KS
신시웨이,-3.55,40.172,290560.KS
브이씨,-3.571,265.294,365900.KS
동국산업,-3.581,-16.567,005160.KS
휴네시온,-3.581,-37.095,290270.KS
서진오토모티브,-3.6,62.782,122690.KS
더네이쳐홀딩스,-3.604,70.583,298540.KS
버넥트,-3.625,32.084,438700.KS
컴투스,-3.634,-7.633,078340.KS
코데즈컴바인,-3.641,12.628,047770.KS
씨에스베어링,-3.642,12.505,297090.KS
유일에너테크,-3.656,19.792,340930.KS
대봉엘에스,-3.704,-58.319,078140.KS
형지I&C,-3.704,-37.49,011080.KS
에프앤가이드,-3.717,61.976,064850.KS
시노펙스,-3.719,2.99,025320.KS
모비스,-3.727,21.005,250060.KS
샌즈랩,-3.761,-49.581,411080.KS
신흥에스이씨,-3.769,14.234,243840.KS
에코아이,-3.769,46.783,448280.KS
모아데이타,-3.774,-7.064,288980.KS
이오플로우,-3.777,112.118,294090.KS
엔피,-3.782,-24.992,291230.KS
빌리언스,-3.785,193.254,044480.KS
서울리거,-3.79,187.259,043710.KS
모니터랩,-3.795,-41.477,434480.KS
삐아,-3.84,85.2,451250.KS
카티스,-3.868,49.433,140430.KS
마이크로투나노,-3.936,-59.859,424980.KS
코이즈,-3.959,44.949,121850.KS
아미노로직스,-3.971,-91.512,074430.KS
대주전자재료,-3.99,33.842,078600.KS
퀀텀온,-3.991,-29.58,227100.KS
LK삼양,-4.007,-83.706,225190.KS
자이언트스텝,-4.01,-7.68,289220.KS
애니젠,-4.039,-50.759,196300.KS
한국비엔씨,-4.049,54.7,256840.KS
윤성에프앤씨,-4.058,-12.41,372170.KS
아스트,-4.078,-20.855,067390.KS
핌스,-4.082,-50.054,347770.KS
케이엔에스,-4.117,-43.619,432470.KS
로체시스템즈,-4.144,63.026,071280.KS
드림인사이트,-4.167,-79.655,362990.KS
오리엔탈정공,-4.172,22.521,014940.KS
코리아에프티,-4.181,65.89,123410.KS
에스엠코어,-4.19,257.733,007820.KS
이노메트리,-4.203,218.391,302430.KS
한싹,-4.23,35.295,430690.KS
덕산테코피아,-4.242,29.393,317330.KS
알멕,-4.276,-40.2,354320.KS
아나패스,-4.309,92.853,123860.KS
HLB이노베이션,-4.31,61.348,024850.KS
라메디텍,-4.32,-50.014,462510.KS
휴먼테크놀로지,-4.323,-50.824,175140.KS
지오릿에너지,-4.348,-33.979,270520.KS
헥토파이낸셜,-4.35,-36.122,234340.KS
테크엘,-4.365,-24.067,064520.KS
디이엔티,-4.368,-11.036,079810.KS
우양,-4.397,-35.716,103840.KS
케이에스피,-4.428,-5.613,073010.KS
에스엘에스바이오,-4.437,-46.669,246250.KS
엠에스씨,-4.462,12.23,009780.KS
협진,-4.474,-78.086,138360.KS
브리지텍,-4.476,45.439,064480.KS
팬젠,-4.487,56.076,222110.KS
랩지노믹스,-4.503,27.859,084650.KS
빛과전자,-4.561,-28.71,069540.KS
소니드,-4.571,-22.647,060230.KS
아스타,-4.583,165.467,246720.KS
해성에어로보틱스,-4.645,-18.075,059270.KS
한중엔시에스,-4.646,30.345,107640.KS
실리콘투,-4.646,40.095,257720.KS
디모아,-4.697,117.522,016670.KS
코콤,-4.726,2.391,015710.KS
우리넷,-4.866,-87.736,115440.KS
동화기업,-4.876,-21.85,025900.KS
샘씨엔에스,-4.893,-29.826,252990.KS
에스오에스랩,-4.952,230.175,464080.KS
제일일렉트릭,-4.97,-0.732,199820.KS
브이티,-5.0,-39.51,018290.KS
광무,-5.022,-50.443,029480.KS
우정바이오,-5.066,32.958,215380.KS
피엠티,-5.089,-8.596,147760.KS
모바일어플라이언스,-5.144,45.554,087260.KS
레이저옵텍,-5.149,9.779,199550.KS
나노브릭,-5.189,-26.421,286750.KS
티플랙스,-5.189,-81.699,081150.KS
SAMG엔터,-5.215,-31.297,419530.KS
비트나인,-5.353,167.802,357880.KS
플레이디,-5.419,-29.655,237820.KS
뉴온,-5.426,-78.312,123840.KS
그린리소스,-5.473,-76.525,402490.KS
레이크머티리얼즈,-5.476,31.941,281740.KS
피엔티,-5.528,13.389,137400.KS
선진뷰티사이언스,-5.541,2.877,086710.KS
우리바이오,-5.543,62.685,082850.KS
블루엠텍,-5.668,-0.163,439580.KS
유일로보틱스,-5.67,39.247,388720.KS
키움제7호스팩,-5.691,inf,433530.KS
하나기술,-5.828,-5.954,299030.KS
유비온,-5.829,73.254,084440.KS
HLB바이오스텝,-5.909,54.649,278650.KS
뉴프렉스,-5.939,-28.533,085670.KS
나노엔텍,-6.012,-87.959,039860.KS
엠아이큐브솔루션,-6.149,-9.715,373170.KS
영풍정밀,-6.56,0.855,036560.KS
엔젠바이오,-6.618,20.65,354200.KS
바이오인프라,-6.628,-19.876,199730.KS
케어젠,-6.638,99.208,214370.KS
비투엔,-6.681,175.967,307870.KS
라이콤,-6.682,485.18,388790.KS
코웰패션,-6.81,-82.632,033290.KS
맥스트,-7.0,51.734,377030.KS
DH오토웨어,-7.143,411.759,025440.KS
엑스플러스,-7.281,83.327,373200.KS
코퍼스코리아,-7.286,-91.505,322780.KS
피델릭스,-7.54,28.502,032580.KS
슈어소프트테크,-7.597,256.817,298830.KS
테크윙,-7.634,70.75,089030.KS
엑셀세라퓨틱스,-8.158,-25.11,373110.KS
HLB테라퓨틱스,-8.239,88.38,115450.KS
퓨런티어,-8.773,292.224,370090.KS
포니링크,-8.806,-63.064,064800.KS
에스에프에이,-9.312,432.296,056190.KS
HLB생명과학,-9.565,199.816,067630.KS
HLB제약,-9.771,134.509,047920.KS
한국유니온제약,-10.214,302.526,080720.KS
디아이티,-10.714,547.968,110990.KS
HLB,-11.029,104.697,028300.KS
CNH,-11.831,-54.967,023460.KS
한울반도체,-11.961,-25.505,320000.KS
알엔투테크놀로지,-12.452,10.013,148250.KS
씨아이에스,-12.687,707.804,222080.KS
피엔티엠에스,-16.504,-34.782,257370.KS
삼천리자전거,,,024950.KS
제이에스티나,,,026040.KS
키이스트,,,054780.KS
아이컴포넌트,,,059100.KS
큐렉소,,,060280.KS
세진티에스,,,067770.KS
LS증권,,,078020.KS
유라클,,,088340.KS
켐트로닉스,,,089010.KS
한울소재과학,,,091440.KS
옵티시스,,,109080.KS
KH 미래물산,,,111870.KS
시큐브,,,131090.KS
오파스넷,,,173130.KS
장원테크,,,174880.KS
애드바이오텍,,,179530.KS
뱅크웨어글로벌,,,199480.KS
KH 건설,,,226360.KS
DSC인베스트먼트,,,241520.KS
올리패스,,,244460.KS
레인보우로보틱스,,,277810.KS
리메드,,,302550.KS
차이커뮤니케이션,,,351870.KS
노을,,,376930.KS
제닉스,,,381620.KS
넥스트바이오메디컬,,,389650.KS
케이쓰리아이,,,431190.KS
이엔셀,,,456070.KS
아이빔테크놀로지,,,460470.KS
피앤에스미캐닉스,,,460940.KS
아이스크림미디어,,,461300.KS
티디에스팜,,,464280.KS
아이언디바이스,,,464500.KS
아이비젼웍스,,,469750.KS
에스케이증권제13호스팩,,,473950.KS
M83,,,476080.KS
에이치엠씨제7호스팩,,,477340.KS
대신밸런스제18호스팩,,,478780.KS
엔에이치스팩31호,,,481890.KS
교보16호스팩,,,482520.KS
미래에셋비전스팩7호,,,482680.KS
KB제30호스팩,,,486630.KS
