Title,Date,Press,Description
[이번주 증시] 애플 등 빅테크 실적에 주목...삼성전자 실적도 관건,2주 전,오피니언뉴스,"30일에는 유로존 10월 유럽위원회 소비자신뢰지수, 유로존 3분기 국내총생산(GDP) 속보치, 미국 10월 ADP 고용, 미국 3분기 GDP 속보치 등이 발표된다. 31일에는 한국의 9월 산업활동동향 및 중국의 10월 국가통계국 PMI, 유로존 10월 소비자물가 잠정치, 미국 9월 PCE 물가 지표가 발표된다. 1일에는 한국의 10월..."
경제 버팀목 수출 불안 커져…내년 잠재성장률 하회 가능성도,2주 전,세계비즈,수출 경고음은 지난 24일 3분기 국내총생산(GDP) 속보치 발표 이후 더 커졌다. 3분기 실질 GDP 성장률은 전기대비 0.1% 성장하는데 그쳤다. 2분기(-0.2... 이어 24일 한은의 3분기 국내총생산 성장률 속보치 발표 이후 최상목 부총리 겸 기재부 장관은 1급 간부회의를 열어 “설비투자·소비를 중심으로 내수...
[서환-주간] 오버슈팅 언제까지…되돌림 위험도,2주 전,연합인포맥스,"30일은 호주의 3분기 소비자물가지수(CPI)를 시작으로 미국과 독일, 유로존에서 3분기 성장률 속보치를 내놓는다. 미국의 10월 ADP 고용보고서도 나온다. 31일은 중국의 10월 공식 제조업 및 비제조업 구매관리자지수(PMI)와 일본 9월 산업생산 및 소매판매가 나온다. 일본은행(BOJ)의 기준금리 결정도 예정돼 있다...."
[뉴욕채권-주간] 美 지표 빅위크…'예고된' 고용 부진 가능성,2주 전,연합인포맥스,"마지막 거래일 나오는 고용보고서를 앞두고는 9월 'JOLTS'(구인·이직 보고서, 29일), 3분기 국내총생산(GDP) 속보치(1차, 30일), 9월 개인소비지출(PCE) 가격지수 및 3분기 고용비용지수(ECI, 31일) 등이 대기하고 있다. 고용보고서와 같은 날에는 미국 공급관리협회(ISM)의 10월 제조업 구매관리자지수(PMI)까지..."
"장중 1390원 찍은 환율... ""내달 미 대선서 트럼프 당선되면 1450원도 가...",2주 전,한국무역신문,"한국은행에 따르면 3분기 실질 국내총생산(GDP) 성장률(직전분기 대비·속보치)은 0.1%로, 한은 전망(0.5%)에 크게 못 미쳤다.내수 회복이 더딘 가운데, 우리 경제 성장을 이끌어왔던 수출까지 감소세로 돌아섰기 때문이다.장민 한국금융연구원 선임연구위원은 ""우리 성장률이 부진한 것도 금리 인하 기대..."
"[미국 뉴욕증시-주간전망] M7, 경제지표, 대선과 중동…나스닥지수 상승...",2주 전,한국강사신문,"미국의 3분기 성장률 속보치도 발표된다. 연준 위원들은 11월 회의를 앞두고 통화 정책 관련 발언을 삼가는 '블랙아웃' 주간에 진입한다. 이번 주에는... (GDP) 속보치 9월 잠정주택판매 마이크로소프트, 메타 플랫폼스, 스타벅스, 캐터필러, 일라이 릴리, 클로락스, 크래프트 하인즈, GE헬스케어 테크놀로지..."
[조맹기의 언론 톺아보기] 북한엔 김정은만 지존이지만 남한은 5000만 국...,2주 전,스카이데일리,신승철 한은 경제통계국장은 24일 서울 중구 한국은행 본부에서 열린 ‘실질 국내총생산(속보) 설명회’에서 연간 경제성장률 전망을 달성할 수 있냐는 질문에 대해 “산술적으로 봤을 때 4분기 1.2% 이상 성장하면 연간성장률 2.4%가 나오게 되지만 3분기 실적이 전망치에 비해 낮게 나왔기 때문에 단순히...
"[속보] 尹대통령 ""4대 개혁 추진이 곧 민생…연내 성과 내야""",2주 전,연합뉴스언론사 선정,
"[속보] 尹 ""북한군 우크라 전선 투입, 예상보다 빠를수도…상황 엄중""",2주 전,중앙일보언론사 선정,"윤석열 대통령은 28일 ""북한군의 우크라이나 실제 전선 투입이 예상보다 빠른 속도로 이루어질 수 있는 엄중한 상황""이라고 밝혔다. 윤 대통령은 이날 우르술라 폰데어라이엔 유럽연합(EU) 집행위원장의 요청으로 이뤄진 전화 통화에서 북한의 러시아 파병에 대한 정보를 공유하며 이같이 말했다고 대통령실이..."
"[속보] KIA, 짜릿한 뒤집기로 7년 만에 한국시리즈 우승…‘V12’ 금자탑",2주 전,매일경제언론사 선정,"‘호랑이 군단 ’KIA 타이거즈가 7년 만에 한국시리즈 정상을 차지했다. 정규리그 1위 팀 KIA는 28일 광주 기아챔피언스필드에서 열린 ‘2024 신한SOL뱅크 KBO 한국시리즈(KS·7전 4승제)’ 5차전에서 1대5로 뒤지다 중반 이후 맹렬히 추격, 삼성 라이온즈에 7대5로 역전승했다. 이로써 종합..."
"[속보] 윤 대통령, 한 총리와 회동...""대외경제 불안요인 관리 만전""",2주 전,YTN언론사 선정,"""중동 등 리스크·대외경제 불안요인 관리에 만전"" ▷ 자세한 뉴스 곧 이어집니다."
"[속보] 나토 수장 ""북한군, 러 쿠르스크 배치 확인…위험한 확전행위""",2주 전,중앙일보언론사 선정,"마르크 뤼터 북대서양조약기구(NATO·나토) 사무총장은 28일(현지시간) ""북한 병력이 러시아에 이송됐으며, 북한군 부대들(units)이 (러시아) 쿠르스크 지역에 배치됐다는 것을 확인했다""고 밝혔다. 러시아 서남부 쿠르스크는 우크라이나군이 진격해 일부 영토를 점령하고 러시아군과 교전 중인 접경 지역이다. RFE..."
"[속보] 나토 수장 ""북한군, 러 쿠르스크 파병 확인""",2주 전,한국경제언론사 선정,"마르크 뤼터 북대서양조약기구(NATO·나토) 사무총장은 28일(현지시간) ""북한 병력이 러시아에 이송됐으며 북한군 부대들(units)이 (러시아) 쿠르스크 지역에 배치됐다는 것을 확인해줄 수 있다""고 밝혔다. 뤼터 사무총장은 이날 벨기에 브뤼셀 나토 본부에서 한국 정부 대표단의 브리핑을 받은 뒤 기자들과..."
"[속보]야당, ‘여당 배제’ 상설특검 규칙안 운영소위 단독처리",2주 전,문화일보언론사 선정,국회 운영위원회는 28일 운영개선소위원회를 열어 대통령이나 친인척을 대상으로 한 수사의 경우 여당을 배제한 채 상설특검 후보를 추천하는 내용의 국회 규칙 개정안을 야당 단독으로 의결했다. 소위는 이날 민주당 소속 박성준 소위원장 주재로 회의를 열어 야당 의원들만 참석한 가운데 규칙 개정안을...
"[속보] 尹 ""4대 개혁, 연내 가시적 성과 내도록""",2주 전,파이낸셜뉴스언론사 선정,"윤석열 대통령은 28일 연금, 의료, 교육, 노동 4대 개혁이 올해 안에 성과가 나오도록 하라고 주문했다. 정혜전 대통령실 대변인에 따르면, 윤 대통령은 이날 수석비서관회의를 주재하며 비서실과 내각에 ""4대 개혁 추진이 곧 민생이다. 박차를 가하라""며 ""올해도 얼마 남지 않았다. 연내 가시적 성과가 나오도록..."
"[속보] 국정원 ""北 파병 공개 후 조급""…北 김영복 파견 확인",2주 전,한국경제언론사 선정,"국가정보원이 28일(현지시간) 북한군의 러시아 쿠르스크 배치 시점이 예상보다 당겨졌다고 확인했다. 홍장원 국정원 1차장은 이날 벨기에 브뤼셀 북대서양조약기구(NATO·나토) 본부에서 '북한군의 실전 투입이 예상보다 빨라질 수 있다'는 윤석열 대통령 발언과 관련한 연합뉴스 질의에 ""(당초) 12월 초 정도까지..."
"[속보]LG엔솔, 3분기 영업익 4483억…전년비 38.7%↓",2주 전,뉴시스언론사 선정,LG에너지솔루션은 올해 3분기 영업이익이 4483억원으로 지난해 같은 기간보다 38.7% 감소한 것으로 집계됐다고 28일 공시했다. 매출은 6조8778억원으로 전년 동기 대비 16.4% 줄었다．
"[속보]尹 ""북한군 우크라 전선투입 예상보다 빨라 엄중""",2주 전,파이낸셜뉴스언론사 선정,"윤석열 대통령은 28일 우르술라 폰 데어 라이엔 유럽연합(EU) 집행위원장의 요청으로 통화를 갖고 북한의 러시아 파병에 대한 정보를 공유하고 앞으로의 대응 방안을 논의했다. 윤 대통령은 ""북한군의 우크라이나 실제 전선 투입이 예상보다 빠른 속도로 이뤄질 수 있는 엄중한 상황""이라면서 ""러·북 간 불법적인..."
"[속보] 윤 대통령 ""북 파병 관련 나토 사무총장과 통화""",2주 전,연합뉴스TV언론사 선정,"- ""한국 대표단, 우크라 방문해 정보 공유할 것"" 윤석열 대통령이 북한군 러시아 파병 및 우크라이나 참전 동향에 대해 마크 루터 나토 사무총장과 전화 통화를 갖고 대응책을 논의했습니다. 윤 대통령은 오늘(28일) 통화에서 ""한국 정부 대표단이 나토 브리핑에 이어 우크라이나를 방문해 정보를 공유하고..."
"[속보] MBK·영풍, 고려아연 임시주총 소집 청구",2주 전,서울경제언론사 선정,"영풍(000670)이 고려아연(010130) 이사회에 임시주주총회 소집을 청구했다고 28일 공시했다. 영풍은 사모펀드 MBK파트너스와 손잡고 고려아연 경영권을 두고 분쟁 중이다. 영풍은 공시를 통해 14명의 기타비상무이사·사외이사 선임의 건, 집행임원제도 전면 도입을 위한 정관 개정의 건을 심의하기 위한..."
"[속보] 한미, 31일 워싱턴서 외교·국방장관회의…北파병 논의 주목",2주 전,매일경제언론사 선정,"이번주 한국과 미국의 외교·국방장관이 모여 북한군이 러시아의 우크라이나 침공에 파병한 데 대한 대책을 마련한다. 28일 외교부에 따르면, 조태열 외교부과 김용현 국방부 장관은 오는 31일(현지시간) 미 워싱턴DC를 찾아 안토니 블링컨 미국 국무부 장관과 로이드 오스틴 미국 국방부 장관을 만나 한미 2+2..."
"[속보] 김여정 ""서울에 무인기 출현하면 어떻게 짖어댈지 보고싶다""",2주 전,파이낸셜뉴스언론사 선정,"북한은 28일 서울에 미상의 무인기가 침투하면 우리 정부가 어떻게 반응할지 궁금하다며 으름장을 놨다. 김정은 북한 국무위원장의 동생 김여정 노동당 중앙위원회 부부장은 담화를 통해 이같이 밝혔다. 김 부부장은 ""서울시 상공에 정체불명의 무인기가 출현하였으며 윤괴뢰(윤석열 정부)를 비난하는 삐라(전단)..."
"[속보] KIA, 짜릿한 뒤집기로 7년 만에 한국시리즈 우승…‘V12’ 금자탑",2주 전,매일경제언론사 선정,"‘호랑이 군단 ’KIA 타이거즈가 7년 만에 한국시리즈 정상을 차지했다. 정규리그 1위 팀 KIA는 28일 광주 기아챔피언스필드에서 열린 ‘2024 신한SOL뱅크 KBO 한국시리즈(KS·7전 4승제)’ 5차전에서 1대5로 뒤지다 중반 이후 맹렬히 추격, 삼성 라이온즈에 7대5로 역전승했다. 이로써 종합..."
[속보]국힘 총선백서 “불안정한 당정관계 탓에 졌다”…총선 패배 201일...,2주 전,매일경제언론사 선정,"국민의힘이 제22대 총선 패배의 원인을 분석한 ‘마지막 기회’라는 제목의 총선백서를 28일 발표했다. 지난 4월 10일 총선을 치른 지 201일 만이다. 총선백서는 ‘제22대 총선 패배 원인 분석’을 시작으로 ‘6대 개혁 과제 제안’, 공천·공약·조직·홍보·전략·여의도연구원·당정관계 및 현안 등 총 7개 항목별..."
"[속보] 윤 대통령, 한 총리와 회동...""대외경제 불안요인 관리 만전""",2주 전,YTN언론사 선정,"""중동 등 리스크·대외경제 불안요인 관리에 만전"" ▷ 자세한 뉴스 곧 이어집니다."
"[속보] 고려아연 최 회장 측, 6만원 더 비싼데도 공개매수 목표치 절반...",2주 전,한국일보언론사 선정,고려아연 최윤범 회장 측이 총 11.26% 지분을 확보해 목표치에는 도달하지 못했다. 앞서 공개매수를 마무리한 영풍·MBK파트너스(MBK)와 마찬가지로 최 회장 역시 과반 확보에 실패하면서 양측의 경영권 분쟁은 장기전으로 넘어가게 됐다. 고려아연은 28일 금융감독원 전자공시시스템에 23일 마감한...
[속보] 尹지지율 24.6%…3주 만에 소폭 상승[리얼미터],2주 전,헤럴드경제언론사 선정,"윤석열 대통령의 국정 지지율이 3주 만에 소폭 상승했음에도 5주 연속 20%대에 머물고 있다는 여론조사 결과가 28일 나왔다. 리얼미터가 에너지경제신문 의뢰로 지난 21~25일 전국 18세 이상 유권자 2510명을 대상으로 실시한 조사 결과, 윤 대통령의 10월 4주 차 국정 수행에 대한 긍정 평가는 24.6..."
"[속보] 유엔 ""작년 온실가스 농도 사상 최고""",2주 전,연합뉴스언론사 선정,
"[속보]윤 ""우크라·중동 지정학적 리스크, 대외경제 불안 요인 관리 만전...",2주 전,뉴시스언론사 선정,후속기사가 이어집니다
[속보] 고려아연 자사주 9.85% 매수·베인캐피탈 1.41% 확보,2주 전,더팩트언론사 선정,고려아연 최윤범 회장 측이 지난 4일부터 23일까지 진행한 자사주 공개매수 결과 9.85%를 확보했다. 우군인 베인캐피탈은 1.41%를 확보했다.
"[속보] KIA, 한국시리즈 우승…7년만의 통합우승 달성",2주 전,연합뉴스TV,"- KIA, 삼성 꺾고 12번째 한국시리즈 우승…4승 1패 KIA 타이거즈가 삼성 라이온즈를 꺾고 2024 프로야구 통합우승을 달성했습니다. KIA는 조금 전 광주기아 챔피언스필드에서 끝난 삼성과의 한국시리즈 5차전에서 7대5로 짜릿한 역전승을 거두며 시리즈 전적 4승 1패로 우승컵을 차지했습니다. KIA의..."
[속보]尹 지지율 24.6%…3주 만에 하락세 멈춰[리얼미터],2주 전,문화일보언론사 선정,"윤석열 대통령 지지율이 5주 연속 20%대에 머물렀다는 여론조사 결과가 28일 나왔다. 리얼미터가 에너지경제신문 의뢰로 지난 21일부터 25일까지 전국 성인 2510명을 대상으로 조사(95％ 신뢰수준에 표본오차 ±2.0％포인트)한 결과, 윤 대통령의 국정 수행 긍정 평가는 24.6%로 집계됐다. 긍정 평가는 정부..."
"[속보] 유엔 ""작년 온실가스 농도 사상 최고""",2주 전,중앙일보,"유엔이 28일 지난해 대기 중 온실가스 농도가 역대 최고치를 기록했다고 경고했다. 온실가스로 인해 향후 수년간 온도 상승 추세가 고착화하는 악순환이 일어날 것이라는 우려도 내놓았다. 세계기상기구(WMO)에 따르면 주요 온실가스인 이산화탄소, 메탄, 아산화질소의 농도가 지난해 모두 증가했다...."
"[속보] 野, 운영위 소위서 '與배제'상설특검 규칙안 단독처리",2주 전,연합뉴스언론사 선정,
"[속보] 尹 ""北 우크라 실제 전선 투입, 예상보다 빠를수도…상황 엄중""",2주 전,연합뉴스언론사 선정,
[속보] NHK “자민·공명 여당 과반 실패 확실”…15년 만에 처음,2주 전,매일경제언론사 선정,"지난 27일 치러진 일본 중의원 선거에서 여당인 자민·공명당의 과반 의석(233석) 확보가 어려워진 것이 확실시된다고 일본 NHK가 28일 보도했다. 개표가 진행 중인 가운데 NHK는 이날 0시 24분께 출구조사와 개표 상황, 판세 취재 등을 토대로 자체 중간 집계한 결과를 이같이 밝혔다. NHK는 “자민·공명..."
"[속보]LG화학, 3분기 영업익 4984억…전년대비 42.1%↓",2주 전,뉴시스언론사 선정,
"[속보] ""발롱도르 주인은 로드리""…비니시우스 시상식 불참→유로 MVP, ...",2주 전,엑스포츠뉴스,"비니시우스 주니오르(레알 마드리드)가 아닌 로드리(맨체스터 시티)가 2024 발롱도르 주인으로 급부상했다. 스페인 매체 '마르카'는 28일(한국시간) ""비니시우스는 발롱도르 시상식에 참가하지 않는다""라고 보도했다. 이제 곧 한 시즌 동안 가장 뛰어난 활약을 펼친 축구선수를 뽑는 2024 발롱도르 시상식이..."
"[속보] 윤 ""북 파병군 우크라 전선 투입 예상보다 빨라질수도""",2주 전,뉴스1언론사 선정,
"[속보] MBK·영풍, 고려아연 임시주총 소집 청구",2주 전,한국경제언론사 선정,
"[속보]한중일 ""3국 정상회의·외교장관회의 가장 이른시기 개최""",2주 전,뉴시스언론사 선정,
"[속보] 尹 ""4대 개혁, 연내 가시적 성과 위해 속도 내달라""",2주 전,중앙일보,윤석열 대통령은 28일 “연금·의료·교육·노동 등 4대 개혁 추진에 박차를 가하라”고 비서실과 내각에 지시했다. 윤 대통령은 이날 오전 수석비서관 회의에서 “4대 개혁 추진이 곧 민생”이라며 이같이 주문했다고 정혜전 대통령실 대변인이 서면 브리핑을 통해 전했다. 또 윤 대통령은 “올해도 얼마 남지...
"[속보] NHK ""日여당 과반 의석 하회는 2009년 이후 처음""",2주 전,연합뉴스언론사 선정,
"[속보] 나토 사무총장 ""북한군 러시아 파병 및 쿠르스크주 배치 확인""",2주 전,뉴스1언론사 선정,
"[속보] 한미, 31일 워싱턴서 외교·국방장관회의…北파병 논의 주목",2주 전,연합뉴스언론사 선정,
"[속보]나토 수장 ""오늘 윤 대통령과 통화 예정""",2주 전,아시아경제언론사 선정,
"[속보]""자민당 파벌 비자금 관련 46명 중 28명 낙선"" 日지지통신",2주 전,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] 국정원 ""北, 파병 공개된 뒤 조급""…北김영복 파견 확인",2주 전,MBN언론사 선정,"국정원 ""北, 파병 공개된 뒤 조급""…北김영복 파견 확인"
"[속보]나토 수장 ""러시아군 60만명 사상…北파병, 절박 방증""",2주 전,아시아경제언론사 선정,
"[속보]""중의원 여성 당선자 55명 이상…2009년 54명 넘어 역대 최다"" 日...",2주 전,뉴시스언론사 선정,후속기사가 이어집니다
[속보] 고려아연 자사주 9.85% 매수·‘우군’ 베인캐피털 1.41% 확보,2주 전,매일경제언론사 선정,고려아연은 지난 23일 마감한 자기주식 공개매수에 전체 주식 수의 9.85%(204만30주)가 청약했다고 28일 공시했다. 고려아연과 함께 공개매수를 진행한 사모펀드(PEF) 운용사 베인캐피탈은 지분 1.41%(29만1272주)를 확보했다. 이에 따라 고려아연 측은 11.26%의 추가 지분을 확보하게 됐다. 고려아연은...
"[속보] 의협 ""비만치료제 무분별 처방 우려…비대면 진료 제한해야""",2주 전,이코노미스트,"의협 ""비만치료제 무분별 처방 우려…비대면 진료 제한해야"""
"[속보]한울5호기, 터빈 수동정지",2주 전,경북도민일보,"한울 5호기. 사진제공=한울본부 한국수력원자력(주) 한울원자력본부(본부장 이세용)가 ""10월 28일 오전 8시 20분경 한울5호기(100만kW급) 터빈에 증기를 공급하는 밸브인 터빈밸브가 닫힘에 따라 터빈을 수동으로 정지했다""라고 밝혔다. 현재 한울5호기는 원자로출력 35% 수준에서 안정적으로 유지 중이며..."
"[속보]""日중의원 선거 전체 의석 확정…자민 191·공명 24, 입헌민주 148...",2주 전,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] EU ""북 러시아 파병, 한국과 대응 적극 협력""",2주 전,뉴스1,
"[속보] 아동 성폭행범 조두순, 새 집으로 이사갔다",2주 전,전북일보,"안산 기존 주거지서 2㎞ 옮겨…경찰 ""인근 순찰 강화"" 아동 성범죄자 조두순(71)이 기존에 머무르던 경기 안산시 자택에서 약 2㎞ 떨어진 곳으로 이사한 것으로 확인됐다. 28일 경기남부경찰청에 따르면 경찰은 지난 25일 오전 법무부로부터 조두순의 거주지 이전 사실을 통보받았다. 조두순은 2020년 12월 출소한..."
"[속보] ‘천만다행’ 어깨 부상 오타니, 3차전 뛴다…ESPN “오타니 상태...",2주 전,OSEN,"메이저리그 LA 다저스 오타니 쇼헤이가 어깨 부상이 경미해 월드시리즈 3차전에 출장할 전망이다. 미국 매체 ESPN은 28일(이하 한국시간) “LA 다저스는 뉴욕 양키스를 상대로 2차전 승리를 거뒀는데, 오타니 쇼헤이는 경기 후반에 왼쪽 어깨를 다쳐 다저스에 큰 위협을 가했지만, 월드시리즈 3차전..."
"[속보]KIA, 한국시리즈 우승...7년만에 통합우승 'V12' 달성",2주 전,머니투데이,
[속보] 윤 대통령-나토 사무총장 통화...러북 대응 논의,2주 전,YTN,윤 대통령-나토 사무총장 통화…러북 대응 논의 ▶ 자세한 뉴스 잠시 뒤 이어집니다.
"[속보] LG엔솔, 3분기 영업익 4483억원…전년比 38.7% 감소",2주 전,뉴스웍스,"LG에너지솔루션은 28일 기업설명회를 열고 3분기 매출 6조8778억원, 영업이익 4483억원을 달성했다고 발표했다. 매출은 전년 동기(8조2235억원) 대비 16.4% 감소, 전 분기(6조1619억원) 대비 11.6% 증가했다. 영업이익은 전년 동기(7312억원) 대비 38.7% 감소, 전 분기(1953억원) 대비 129.5% 증가했다."
"[속보] 나토 사무총장 ""28일 늦게 윤석열 대통령과 통화할 것""",2주 전,뉴스1,
[속보] 클로봇 공모주 상장일 첫날 주가 7%대 하락세,2주 전,국제뉴스,"클로봇 로고 서비스 로봇 소프트웨어 전문기업 클로봇이 28일 코스닥 시장에 신규 상장했다. 28일 오전 9시 기준 클로봇은 공모가 대비 7.54% 밀린 1만 2020원에 거래되고 있다. 이번 상장으로 확보한 자금은 카멜레온과 크롬스의 고도화에 사용될 예정이다. 또한, 원스톱 물류 시스템 구축과 융합 기술..."
[속보] 윤 대통령-EU 집행위원장 통화...북 파병 대응 논의,2주 전,YTN,윤 대통령-EU 집행위원장 통화…북 파병 대응 논의 ◇ 자세한 뉴스는 곧 이어집니다.
"[속보]""日중의원 선거 투표율 53.84% 안팎 전망"" NHK",2주 전,뉴시스,후속기사가 이어집니다
"[속보] 북한 ""평양 침범 무인기 주체는 한국군...백령도서 이륙"" 주장",2주 전,국제뉴스,"김정은 북한 국무위원장. 사진제공/AFP통신 북한이 평양에 추락한 무인기를 분석한 결과, 해당 무인기가 서해 백령도에서 이륙해 비행 주체가 한국군이라고 주장했다. 북한 국방성 대변인은 27일 발표한 최종 조사 결과를 통해, 무인기가 10월 8일 백령도에서 이륙하여 북한 영공에 침범했다고 밝혔다. 대변인에..."
"[속보] '이강인 72분 활약 후 교체' PSG, 마르세유 상대 3-0 대승",2주 전,국제뉴스,이강인 (사진=파리생제르맹 SNS)(사진=PSG 공식 SNS 채널) 이강인이 27일 오전 4시 45분(한국시각) 프랑스 마르세유의 오렌지 벨로드롬에서 열린 2024-25시즌 프랑스 리그앙 9라운드에서 마르세유를 상대로 72분을 소화했다. 이날 경기는 파리 생제르망(PSG)의 3-0 승리로 마무리됐다. 전반 7분 바르콜라의...
"[속보] 윤 ""한국 대표단, 우크라 방문해 북 파병 정보 공유·협력방안 논...",2주 전,뉴스1,
"[속보]野, '예산안 자동부의 폐지법' 운영위 소위서 단독처리",2주 전,한국경제,
"[속보] DS단석 VI 발동, 주가 18% 도약…금일 이슈보니?",2주 전,CBC뉴스,속보 자료사진. DS단석(017860)의 VI가 발동됐다. DS단석은 28일 오전 10시 24분 현재 78400원에 거래되고 있다. 전일 종가보다 12400원(+18.79%) 오른 것이다. DS단석은 주초부터 급등세를 보이고 있다. DS단석은 지난 24일과 25일 소폭 내렸지만 금일장에서 일거에 반등한 셈이다. DS단석은...
[속보]尹 지지율 24.6%…3주 만에 하락세 멈췄다,2주 전,이코노미스트,尹 지지율 24.6%…3주 만에 하락세 멈췄다
[속보] 코스닥13.07p(1.80%) 오른 740.48(마감),2주 전,이투데이,이투데이=손민지 기자 | 코스닥13.07p(1.80%) 오른 740.48(마감)
[속보] 코스피 29.16p(1.13%) 오른 2612.43(마감),2주 전,이투데이,이투데이=손민지 기자 | 코스피 29.16p(1.13%) 오른 2612.43(마감)
[속보] 日 중의원 선거 자민·공명 과반 미달 확실-NHK,2주 전,뉴시스,후속기사가 이어집니다
"[속보]日중의원 소선거구 의석 확정…자민당 132, 입헌민주당 104, 일본유...",2주 전,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] KIA, 삼성에 7-5 역전승... 12번째 한국시리즈 우승",2주 전,bnt뉴스,"KIA, 삼성에 7-5 역전승... 12번째 한국시리즈 우승 bnt뉴스 라이프팀 기사제보"
"[속보] 기아 타이거즈, 2024 한국시리즈 우승...통산 12번째",2주 전,국제뉴스,양현종 (사진=기아타이거즈SNS) KIA 타이거즈가 삼성 라이온즈를 꺾으며 통산 12번째 우승을 차지했다. 기아는 28일 오후 광주 기아챔피언스필드에서 열린 프로야구 '2024 신한 SOL 뱅크 KBO 포스트시즌' 한국시리즈 5차전 삼성 라이온즈와의 경기에서 7-5 역전승을 거뒀다. 기아의 한국시리즈...
"[속보]KIA 김선빈, 한국시리즈 MVP…기자단 투표 99표 중 46표",2주 전,뉴시스,후속기사가 이어집니다
"[속보] KIA, 삼성 꺾고 대망의 한국시리즈 우승...V12 달성",2주 전,YTN,"KIA, 삼성 꺾고 대망의 한국시리즈 우승…V12 달성 ▶ 자세한 뉴스 잠시 뒤 이어집니다."
"[속보] YG PLUS, 주가 VI 발동...로제의 아파트 열풍이 변수?",2주 전,CBC뉴스,자료사진. 무단 사용 및 재배포 금지. YG PLUS가 강세다. YG PLUS는 VI가 발동된 상황이다. 음원 서비스나 관련주들이 인기를 얻고 있는 형국이다. YG PLUS는 6거래일 상승커브를 그리고 이싿. 21일과 22일에는 상한가를 기록하는 기염을 토하기도 했다. 4거래일 오른 것을 살펴봐도 5%이상인데 이중...
[속보] 코스피 5.18p(0.20%) 오른 2588.45(개장),2주 전,이투데이,이투데이=손민지 기자 | 코스피 5.18p(0.20%) 오른 2588.45(개장)
[속보] 코스닥 2.34p(0.32%) 오른 729.75(개장),2주 전,이투데이,이투데이=손민지 기자 | 코스닥 2.34p(0.32%) 오른 729.75(개장)
"[속보]KIA, KS 5차전 6회말 현재 6-5 역전…12번째 우승 보인다",2주 전,뉴시스,"KIA 타이거즈, 한국시리즈 5차전서 6회말 현재 6-5 역전"
"부산시설공단, 대대적 공공 디자인 개선",2면 1단,부산일보언론사 선정,속보=〈부산일보〉의 부산을 바꾸는 디자인 기획 보도(부산일보 지난 9월 10일 자 2면 등 보도) 등을 통해 공공 디자인 필요성이 제기되자 부산 주요 공공 시설물을 관리하는 부산시설공단이 주요 시설물 공공 디자인 개선에 나서기로 했다. 공단 측은 공단 산하 사업소와 관련 부서에 1명씩 담당자를 지정해...
"[속보] 검찰, '불법 여론조사 의혹' 업체대표 소환…명태균 수사 속도",2주 전,뉴스인사이드,"검찰, '불법 여론조사 의혹' 업체대표 소환…명태균 수사 속도"
"[속보] LG화학, 3Q 영업익 4984억원...전년비 42.1% ↓",2주 전,뉴스핌,"LG화학은 올해 3분기 영업이익이 4984억원, 매출 12조6704억원으로 잠정 집계됐다고 28일 공시했다. 전년 동기 대비 영업이익은 42.1%, 매출은 6.1% 감소한 수준이다. LG화학 로고.[사진=뉴스핌DB]"
"경찰, ""임신 36주차 태아 출생 후 방치해 사망…병원장·집도의 명백한...",2주 전,강원일보언론사 선정,"속보=20대 유튜버가 임신 36주차에 낙태 과정을 촬영한 영상을 게시해 논란이 된 가운데(본보 10월 22일, 8월12일 인터넷판 보도) 경찰이 낙태 수술을 해 입건된 병원장과 집도의에게 명백한 살인 혐의가 있다고 밝혔다. 우종수 경찰청 국가수사본부장은 28일 정례 기자 간담회에서 ""분만한 태아는 정상적으로..."
"[속보] KIA, 7년 만에 한국시리즈 우승",2주 전,위키트리,"KIA, 7년 만에 한국시리즈 우승 (속보는 한 줄입니다. 후속 보도가 곧 추가됩니다.)"
"[속보] 비트코인(BTC), 9천5백 돌파...14만달러설까지",2주 전,CBC뉴스,비트코인 자료사진 비트코인이 9천5백만원을 돌파했다. 비트코인은 8시22분 현재 95027000원이다. 전일보다 1백만원 이상 올랐고 1%이상 가격이 도약한 것이다. 코인마켓캡 기준으로도 68000달러가 휠씬 넘었다. 이런 추세라면 7만달러 돌파도 가능해 보인다. 트럼프 후보가 미국 대선에서 높은 지지율이...
[속보] 광주 우산동 공영주차장 화학물질 화재 발생,2주 전,국제뉴스,"화재, 소방, 큰불 (사진은 기사와 관련없음. 국제뉴스DB) 광주에서 화재가 발생했다. 28일 광산구는 재난문자를 통해 ""오늘 오후 4시50분경 우산동1583-4 공영주차장 내 화학물질 화재가 발생했다""고 알렸다. 이어 ""인근 주민들은 외출자제 및 창문을 닫아주기 바란다""고 덧붙였다."
"[속보] 넥스턴바이오 VI 발동, 주가 6% 점프",2주 전,CBC뉴스,속보 자료사진. 넥스턴바이오(089140)의 VI가 발동됐다. 넥스턴바이오가 전날 상한가 마감 이후 도약했다. 넥스턴바이오는 28일 오전 10시 58분 현재 5240원에 거래되고 있다. 전일 종가대비 330원(+6.72%) 뛴 것이다. 넥스턴바이오는 앞서 지난 25일 29.89% 오른 4910원에 마감한 바 있다. 금일...
